Job Title,Job Description,Rating,Company Name,Size,Type of ownership,Industry,Sector,Revenue,avg_salary,Salary,City,State,Age,Python,R,SQL,AWS,Excel,GCP,Azure,Spark,PyTorch,TensorFlow,Tableau,Keras,Job,Seniority
data scientist,role overview looking data scientists help us discover leverage digital retail data help clients drive top line sales add meaningful value businesses primary focus applying data mining techniques statistical analysis building high quality prediction systems integrated various platforms addition applying advanced machine learning techniques appropriately improve performance decision science solutions key accountabilities data science projects full cycle implementation perform analysis predict outcomes based business questionsproblems processing cleansing verifying integrity data used analysis including normalization standardization pca correlation data wrangling etc selecting features building optimizing classifiers using machine learning techniques data mining using stateoftheart methods including limited kmeans knn neural networks decision trees random forests logistic regression linearmultiple regression etc adhoc analysis presenting results clear manner market mix models quantify drove sales changes looking metrics average selling price stock coupons discounts media attributed clicks etc utilize results help clients make better investment choices drive incremental sales integrate models internal dashboard visualize make output models easily accessible media analytics participate media innovation groups test learn new ways setting running media campaigns amazon ams aap online retailers including limited instacart walmart target kroger shipt etc develop test models move manual rulebased campaign management programmatic campaign management hypothesis testing perform hypothesis testing better understand data sets comparison data sets following tests might include limited normality testing ttest chisquare test anova hov etc coach team members less experience field ml skills experience qualifications required looking someone 57 years experience manipulating data sets building statistical models masters phd statistics mathematics computer science another quantitative field experience programmatic media google ads facebook advertising etc plus experience creating using advanced machine learning algorithms statistics regression simulation scenario analysis modeling clustering decision trees neural networks etc experience querying databases using statistical computer languages r python sql etc excellence least r python highly desirable experience distributed datacomputing tools mapreduce hadoop hive spark gurobi mysql etc experience data visualisation tools d3js ggplot tableau etc excellent written verbal communication skills coordinating across teams offer benefits package incorporates passionate unlocking future overall wellbeing sustainability whilst giving control benefits unlimited paid time 401k saving incentive plan medical dental insurance plans flexible spending accounts vision benefits great learning development opportunities life assurance disability insurance option opt ascential shares scheme flywheel flywheel digital diverse collection practitioners solved challenging problems numerous fortune 500 companies amazon love rolling sleeves figure root cause issues implement structural fixes get keep clients business track team business managers search managers analysts software developers work together provide industryleading support best brands amazon flywheel headquartered baltimore united states recently set european hub london 2018 flywheel acquired ascential plc want info find people say ascential youtube channel inspire join inspire us,3.5,WGSN,1 to 50 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),114000.0,114000.0,Baltimore, MD,23.0,1,0,1,0,1,0,0,1,0,0,1,0,data scientist,Not Specified
data scientist,ci polygraph isys technologies delivers emerging technology solutions diverse talented employees dedicated customers success empower teams contribute country operate responsibly reputable awardwinning wosb providing engineering enterprise information technology eit services federal government headquartered colorado isys serves key national customers throughout united states presence 16 states functional responsibilities isys technologies seeking data scientist clearance tssci ci poly experience requirements senior skill level 5 senior years related experience working knowledge individual organizational technological transnational issues national security concern prior experience ic methodological experience relationships discovery situational awareness systems modeling working knowledge appropriate analytic methods methodological tools 2 senior applied mathematics b computer programming c visualization working knowledge python sql r hadoop spark java cc git bash tableau arcgis unix commands working knowledge research designs collection methods capabilities tasking process familiarity project management concepts principles intellectual curiosity creativity innovation go beyond current tools deliver best solution complex problems strong analytical critical thinking skills ability leverage multiple data management tools organize relevant information make decisions ability develop comprehensive software applications needed ability translate complex technical findings easily understood narrative graphical verbal written form ability multitask change focus quickly demands change ability work collaboratively effectively team environment ability establish maintain internal external professional networks including subject matter experts collectors decision makers necessary carry tasks projects essential requirements us citizenship required isys technologies equal opportunityaffirmative action employer qualified applicants receive consideration employment without regard race color religion sex pregnancy sexual orientation gender identity national origin age protected veteran status disability status physical demands physical demands described representative must met employee successfully perform essential functions job without reasonable accommodation performing duties job employee regularly sit walk stand climb stairs steps may require walking long distance parking work station occasionally movement requires twisting neck andor trunk average person squatting stoopingkneeling reaching head forward motion required employee continuously required repeat hand arm finger motion many times manual finger dexterity essential position specific vision abilities required job include close distance depth perception telling differences among colors employee must able communicate speech clients public hearing requirements include conversation quiet noisy environments lifting may require floor waist waist shoulder shoulder overhead movement 20 pounds position demands tolerance various levels mental stress isys technologies engineering information technology company focused providing services federal state government isys offers competitive compensation program comprehensive benefits package employees,3.6,"ISYS Technologies, Inc.",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),114000.0,114000.0,Herndon, VA,31.0,1,0,1,0,0,0,0,1,0,0,1,0,data scientist,Not Specified
data scientist,job description transvoyant seeking data scientist drive live predictive data analytics development patented continuous decision intelligence platform ideal candidate structure data create analytics needed provide insights customer domainsranging predicting customer demand forecasting port disruptions getting front risks national security position data discovery interpret craft models build streams insights transvoyant cdi responsibilities become expert transvoyant cdi platform solutions solve pressing customer challenges within supply chain national security arenas identify retrieve manipulate relate exploit multiple transvoyant structured unstructured data sets thousands various sources ex tweets live aircraft forecast weather including building generating new data sets appropriate create methods models algorithms understand meaning streaming live data translating insightful predictive output customer applications data products educate internal staff ex development sales marketing data science resulting predictions productized key industry verticals represent transvoyant solutions customers prospects industry networking events tradeshows keep date competitive solutions products services may need travel 10 time desired skills experience 2 years cloudbased data parsing analysis data manipulation transformation visualization experience understanding hadoop apache based tools exploit massive sets transvoyant data programming scripting experience scala java considered plus experience spark considered plus experience kafka streaming architecture frameworks considered plus ability explain technical statistical findings nontechnical users decision makers experience technical consulting conceptual solution design domain knowledge supply chain andor transportation management visibility technologies plus bachelors degree required transvoyant transvoyant delivers customers continuous insights increase revenues reduce costs manage risks combining current future behavior enterprises ecosystems dynamic world around innovative creative focused customer success love team members enjoy highly competitive compensation fastgrowing flexible work environment comprehensive benefits 100 401k matches unlimited vacation days professional development opportunities respect personal information please review privacy policy find powered jazzhr,3.0,TransVoyant,51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,114000.0,114000.0,Alexandria, VA,9.0,0,0,0,0,0,0,0,1,0,0,0,0,data scientist,Not Specified
data scientist data analytics practitioner,responsibilities noblis wholly owned subsidiary noblis esi solving difficult problems help government country bring best scientific thought management engineering expertise reputation independence objectivity support wide range government industry clients areas national security intelligence transportation healthcare environmental sustainability enterprise engineering selected individual integral member noblis data analytics team successful candidate need selfmotivated individual desire work cutting edge high performance computing data science advanced analytics work encompass diverse disciplines team helps projects throughout different noblis client mission domains typical duties responsibilities include support local federal law enforcement agencies exploring identifing investigating patterns temporal geospatial contextual data exploit identified patterns design implementation tools support local federal law enforcement missions communicate findings analysis team law enforcement leadership client engagement begin developing relationships one level two levels identify support opportunities expand project scope beyond current deliverable actively share information clients emerging support needs trends team members management participate proposals qualifications required qualifications bachelors degree stem field computer science statistics electrical engineering mechanical engineering computer engineering mathematics physics minimum 3 years experience working fields related data science statistical modeling information retrieval graph analysis data mining machine learning image processing computer vision andor geospatial analytics ability work datasets different sizes formats ideal candidate strong understanding data preprocessing eg etl data munging cleaning analysis visualization techniques statistical analysis modeling python scipy numpy networkx scikitlearn similar toolkits strong collaboration communication skills ability present material audiences differing technical aptitude comfortable working linux windows environments clearance active ts ability obtain sci highly desired familiar neural networks cluster analysis decision trees collaborative filtering geospatial analysis understanding application feature engineering extraction reduction experience rapidprototyping algorithm development implementation application adaptation free opensource software foss projects familiar software engineering development best practices agile software development overview noblis wholly owned subsidiary noblis esi solving difficult problems help government country bring best scientific thought management engineering expertise reputation independence objectivity support wide range government industry clients areas national security intelligence transportation healthcare environmental sustainability enterprise engineering learn noblis us work noblis company employees find greater meaning work balance things life matter people greatest asset exceptionally skilled knowledgeable teamoriented missiondriven individuals want work matters benefits public noblis numerous workplace awards noblis maintains drugfree workplace equal opportunity employer qualified applicants receive consideration employment without regard race color religion sex sexual orientation gender identity national origin disability veteran status characteristics protected law,4.0,Noblis,1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),114000.0,114000.0,Bridgeport, WV,25.0,1,0,0,0,0,0,0,0,0,0,0,0,data scientist,Not Specified
data scientist,job description data scientist location woodlands tx salary flexible looking experienced data scientist collect analyze visualize data ranging business analytics customer interactions human genetics genealogy responsibilities identify new sources valuable data automate collection analysis research develop statistical models tools data analysis coordinate closely product management engineers design prove implement new algorithms statistical models processes develop data visualization techniques provide insights data patterns user behavior etc understand business objectives propose novel solutions strategies effectively meet requirements requirements proven experience working data scientist analyst excellent verbal written communication presentation skills knowledge python programming sql databases experience statistics languagestools like r matlab plus knowledge programming languages like cc rust experience business intelligence tools eg tableau amazon quicksight data storage processing frameworks eg hadoop amazon emr redshift 3 years experience bachelors degree computer science statistics applied mathematics related field graduate degree data science another quantitative field preferred due high volume applications typically receive regret able personally respond applications however invited take next step process typically contacted within 3 weeks submitting application,4.6,Murray Resources,1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),114000.0,114000.0,The Woodlands, TX,33.0,1,0,1,0,1,0,0,0,0,0,1,0,data scientist,Not Specified
data scientist,geotab global leader iot connected transportation one fastestgrowing technology companies north america certified grea place work day geotab processes billions data points ove 2 million connected vehicles extracting actionable insights help empower businesses better manage fleets recognized world 1 commercial telematics provider geotab solutions used 40000 customers 130 countries around globe geotab understands telematics critical helping create safer sustainable drivers businesses communities actively works help businesses improve driver behavior reduce greenhouse gas emissions create safer roads global demand telematics increasing geotab leading way ready join us see like geotabber follow us insidegeotab instagram twitter facebook today who_we_are_looking_for looking data scientists help us discover value rich large datasets ideal team member mathematical statistical expertise expect natural curiosity creative mi easy find mine interpret clean data rely ask questions connect dots uncover opportunities lie hidden within ultimate goal realizing data full potential join team data specialists slice dice data using methods creating new visions future data scientist data science aspirant knows extract meaning interpret data would like hear what_are_the_details_of_this_position data scientist crucial part producing innovative analytics geotab big data environment geotab systems process 40 billion data records per day 2 million vehicles 100 countries across globe believe collective value massive amount data arising sensors across globe importantly believe data used improve safety infrastructure productivity customers work team data scientists engineers curated data repository created series near realtime historical datasets categorized weather urban infrastructure location analytics leverage data mining techniques machine learning deep learning neural networks artificial intelligence statistical analysis tools build models high quality prediction systems help customers make informed smarter decisions work closely data analysts data engineers professional services data privacy governance firmware well internal departments software development solutions engineering achieve objectives geotab data scientists share common passion finding simple solutions complex problems our_technology_stack leverage google cloud platform gcp bigdata environment development work happens python leveraging various big data data science tools gcp eg dataflow well opensource community eg jupyterlab python modules numpy scipy theano keras pytorch pandas matplotlib xgboost scikitlearn nltk seaborn networkx osmnx big data tools jupyterlab tensorflow apache spark beam dataflow airflow google bigquery kafka kubernetes postgresql duties_and_tasksessential_functions interact geotab bigdata infrastructure google bigquer using python sql process cleanse verify integrity data used analysis select features build optimize classifiers using machine learning techniques use machine learning packages like scikitlearn tensorflow develop ml models features ml models visualize features interface product managers data engineers software developers gather requirements design development maintenance ongoing metrics reports analysis dashboards etc deliver complete analytics reporting solutions drive key business decisions use data mining model building analytical techniques develop maintain customer segmentation predictive models make recommendations new metrics techniques strategies improve geotab product suite support platform providing adhoc automated access large datasets experienceskills_required graduate postgraduate degree computer science software electronicselectrical engineering related field welcome applicants range experience levels excellent understanding python sql experience using parallelization tools like apache beam spark scheduling tools like airflow nice advanced pattern recognition predictive modeling graph data modeling experience bonus experience developing machine learning models feature engineering plus experience working google compute engine google bigquery nice keen interest make positive impact community live developing data driven smart city insights urban analytics makes staff passionate geotab table tennis office bring bat great accommodation brand new office building heightadjustable desks light breakfast served daily hot lunches fresh sandwiches served every friday geotabsponsored sports teams social events full medical benefits 4 company matching rsp fulltime employees our_core_values geotab shaping future telematics using leading technology embrace change challenge status quo stay ahead curve keep geotabbers energized data bootcamps course subsidies friday lunches believe collaboration leads innovation teams stretch across floors cities continents employees ceo summer students maintain opendoor policy whether finetunin products boosting office culture building foundation f longterm success us means safer roads efficient fleets team dynamic geotabbers geotab encourages applications qualified candidates geotab committed accommodating persons disabilities throughout interview selection employment process require accommodation stage application process want information accommodation policies practices please contact us 416 434 4309,4.3,Geotab,1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),114000.0,114000.0,Oakville, CA,21.0,1,0,1,0,1,1,0,1,1,1,0,1,data scientist,Not Specified
data scientist,job description data scientist duration 6 month contract location chicago il 60601 overview crs group currently looking data scientist one clients chicagoland area crs group nationwide staffing firm works primarily fortune 500 fortune 1000 corporations duties responsibilities team responsible evaluating case management programs identifying forecasting new healthcare opportunities validating established clinical predictive models staying date cuttingedge research methodologies members team focus designing analyses based observational data gathered multidisciplinary resources analyzing robust complete datasets using combination proven experimental data science techniques partner senior medical directors clinical teams leverage datadriven recommendations enhance member experience increase affordability care improve health wellness members qualifications bachelors degree 1 year work experience advanced mathematical statistical engineering crs_tgavin ss 87106 qualified applicants receive consideration employment without regard race color age religion sex sexual orientation gender identity national origin disability protected veteran status genetic information,4.7,CRS Group,51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),114000.0,114000.0,Chicago, IL,27.0,0,0,0,0,0,0,0,0,0,0,0,0,data scientist,Not Specified
data scientist,eglobaltech one northern virginias fastest growing cybersecurity consulting firms looking energetic motivated data scientistml developer join team tysons corner va consulting locations around dc metro areathe machine learning ml developer work leading client aviation build artificial intelligence ai capabilities address clients toughest challenges software leverage aws lex aws lambda using python nodejs candidate part small team expected engage regularly client peers senior leadership assist build deployment next generation ai chatbot thousands users write python code build deploy machine learning ml models automate classification categorization key data sets test train retrain ml models regularly increase model accuracy work closely integrated team clients smes leadership data scientists brief clients technical approaches successes risks interface client stakeholders user community regularly gather feedback ml model performance outcomes bachelors degree computer science mathematics computer engineering relevant field 5 years demonstrable experience building deploying software preferably related machine learning proficiency python experience writing deploying ml solutions within aws experience aws lex lambda sagemaker s3 etc thorough understanding nodejs experience andor interest ui development founded 2004 eglobaltech egt leading management consulting firm washington dc metropolitan area focus provide public sector innovative solutions leveraging cuttingedge tools methodologies meet governments pressing business needs achieve objective core practice areas strategy solutions development cyber security cloud computing integrated provide clients comprehensive endtoend results integration enables highly motivated teams thrive culture encourages outofthebox thinking collaboration environment excel information please visit website wwweglobaltechcom equal employment opportunity condition employment eglobaltech successful job applicant required successfully complete background investigation may also include preemployment drug screen andor credit check positions areas business eglobaltech equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin gender age status protected veteran sexual orientation gender identity status qualified individual disability eglobaltech participates everify program eeo law,3.7,EGlobalTech,201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,114000.0,114000.0,Arlington, VA,17.0,1,0,0,1,1,0,0,0,0,0,0,0,data scientist,Not Specified
data scientist  kinship   nyc portland,back search results previous job next job job description petcare segment consists five divisions pet nutrition royal canin mars veterinary health n america mars veterinary health international diagnostics kinship new organization petcare product service brands launched strategy 2018 objective create better world pets extending global leadership nutrition health services powered data breadth scale petcare businesses unique unrivalled data assets potential create benefits pets sustainable competitive advantage huge need seize opportunity data assets consist veterinary data including appointment invoice details well medical histories diagnostic details provides breed disease marker data dna diagnostics business wisdom health location activity tracking data whistle business nutrition businesses sales data consumer data well valuable information retailers veterinarians breeders shelters also third party data providing us product purchasing insights potential develop deeper broader views petcare shopping collaboration d2c engagement began work leverage strategically power ecosystem 2018 core team petcare level incubating guiding efforts role purpose deliver ambition powered data strategy need talent expertise experience data science advanced analytics deliver multiple initiatives join change data pet petcentric thinking across entire mars petcare business purpose role join data science function us deliver powered data project across mars petcare divisions using ecosystem data available searching experienced analytics professional join us analytics data science function help deliver ecosystem analytics roadmap across divisions us working closely division stakeholders managing delivering projects working global teams identify implement efficient delivery vision articulate strategic opportunities petcentric analytics driven strategy primary responsibilities apply data science approaches understand predict pet pet owner behaviors use machine learning techniques visualizations statistical analysis gain insight various data sets readily available create curate collaborate internal external teams ensure focus petcentric product service recommendations support new pet technology businesses partners generating actionable insights data assets develop compelling stories provide insight drivers business performance petpet owner behavior looking bachelors degree quantitative field economics statistics business computer science equivalent experience 4 years experience data science role handling varied complex data rich experience working data deliver businesschanging analytics data science marketing personalization truly inspired want live purpose creating better world pets varied technical experience delivering statistical analytics data science insight largescale consumer data sets across multiple sectors including packaged goods retail handson experience python required familiarity pyspark also desirable comfortable ambiguity passion collaboration achieve objectives superior planning project management organizational orchestration skills also desirable passion growing strengthening business using data driven approaches familiarity cloudbased computing services eg azure databricks etc enjoys explaining models systems work nontechnical technical stakeholders,3.9,Mars,10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),123500.0,123500.0,New York, NY,110.0,1,0,0,0,0,0,1,1,0,0,0,0,data scientist,Not Specified
data scientist,job description avlino inc seeking experienced data scientists join growing team ai engineers analysts quantitative developers role involves model construction information extraction prediction finding solutions largescale problems mission critical applications using large derived broad spectrum domains industry specific sectors ideal candidate comprehensive expertise machine learning timeseries analysis modeling statistical data analysis deep neural networks experience dynamic programming reinforcement learning plus demonstrate experience creating realworld artificial intelligence applications using pulsing customer data sets great opportunity experienced data scientist 4 years relevant experience work fastpaced environment share passion numbers ai responsibilities develop implement use broad set machinelearning models quantitative techniques prediction classification mission critical applications find problems industrial service sector applications strong background numerical techniques optimization gradient methods development new machine learning algorithms andor substantial modification preexisting techniques analysis highvolume noisy heterogeneous realtime data collaborate business analysts transform customer needs actionable insights design custom end user reports easy read interpret multiple business unit audiences architect next generation analytical platform capable de novo implementation mathematical models avail widely used open source programming platforms libraries scala r python tensorflow requirements must solid 5 years experience machine learning statistical modeling data mining timeseries forecasting neural networks must solid 5 years experience working big data technologies distributed computing hadoopspark mapreduce tensorflow must solid 5 years experience multiple programming languages cnet c c scala python r java experience developing implementing enterprise class data analytics bi solutions extremely analytical able solve problems independently assesses customer requirements translate appropriate deliverables must analytical mind point detailed specifics must education msphd preferred computer science physics related discipline plus experience logistics transportation industry,4.9,Avlino,1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million (USD),123500.0,123500.0,New Jersey,New Jersey,8.0,1,0,0,0,0,0,0,1,0,1,0,0,data scientist,Not Specified
data scientist,position roletile data scientist location seattle wa job description data scientist 5 7 years experience data scientist strong skills mining data assessing accuracy insights new data sources work stakeholders understand data challenges opportunities experience building machine learning models predictive analytics nlp understanding deep learning models plus experience sql master statistics computer science stem field phd plus knowledge advanced statistics hypothesis testing python pandas numpy scikit coding skills data visualization matplotlib seaborn experience least one cloud data technology gcp aws azure experience spark hadoop plus effective telling stories data excellent written verbal communication skills creative drive try data tools explore client insights data nlp experience must central business solutions inc 37600 central ct suite 214 newark ca 94560,3.0,"Central Business Solutions, Inc",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),123500.0,123500.0,Seattle, WA,,1,0,1,1,1,1,1,1,0,0,0,0,data scientist,Not Specified
data scientist,overview good people working good people common good sound good kehea natural organic specialty fresh food distributoris good growing theres never exciting time join team youre enthusiastic working environment peoplefirst culture organization committed good living good food good service wed love talk primary responsibilities data scientist forefront kehes movement towards technological leader food distribution industry role help shape future utilizing knowledge expertise machine learning big data challenge status quo provide creative solutions business problems looking experienced data professional employ data science approaches variety business problem throughout data life cycle including data acquisition etl analysis final product development essential functions research build maintain machine learning applications including structured unstructured data regression classification dimensionality reduction clustering collect structure analyze internal external data sources scalability mind control data science projects end end ability communicate results upper management key stakeholders identify implement improvements existing tools processes using advanced technological approaches serve resident data expert share best practicesapproaches machine learning techniques big data data modeling cloud computing minimum requirements qualifications additional skills aptitude bachelors degree quantitative field applied mathematics statistics economics computer science related fields 5 years experience data analytics business analytics business intelligence 1 years experience designing implementing machine learning solutions drive business value excellent understanding machine learning models regression classification logistic regression naïve bayes treebased models clustering kmeans hierarchical experience feature engineering dimensionality reduction data manipulation feed machine learning models ability employ machine learning predictive models derive actionable business insights value using data proven history owning analytics projects initial problem discovery final solution proficient programing experience using python r sas focus data wrangling machine learning experienced writing complex queries extract write data using sql effectively communicate present results analysis using visualization tools tableau power bi qlikview experience integrating external data via apis web scraping preferred experience abilities masters degree quantitative field data science applied mathematics statistics econometrics exposure big data tools spark scala hadoop understanding cloud computing environments tools awsms azure basic understanding artificial intelligence models neural networks deep learning bayesian networks understanding natural language processing nlp techniques understanding time series analysis techniques,2.5,KeHE Distributors,5001 to 10000 employees,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,123500.0,123500.0,Naperville, IL,67.0,1,0,1,1,1,0,1,1,0,0,1,0,data scientist,Not Specified
data scientist,job description blackstone talent group awardwinning technology consulting talent agency seeking data scientist join team client site san francisco ca responsibilities applies machine learning analytical modeling methods develop robust reliable analytical models including visualizations within software development environment gathers cleans transforms andor reduces data dissimilar sources collaborates team members stakeholders effectively manage lifecycle model retraining replacing sunsetting models appropriate shares collaborates data scientists delivers bestinclass software part software delivery team qualifications minimum educationskills bachelor degree econometrics economics engineering mathematics applied sciences statistics jobrelated discipline equivalent experience jobrelated experience 5 years master degree jobrelated experience 3 years doctorate desired education skills experience data science lifecycle including data engineering feature engineering model building evaluation model deployment knowledge commonly used data science programming languages packages tools especially python understanding data sciencemachine learning models algorithms limited deep learning cnn rnn etc decision trees eg xgboost random forest unsupervised techniques eg clustering anomaly detection natural language processing statistical methods experience training models public cloud environment using tools jupyter aws sagemaker ability synthesize complex information clear insights translate insights decisions actions ability clearly communicate complex technical details insights colleagues stakeholders knowledge mathematical statistical fields underpin data science knowledge systems thinking decomposition complex problems humble open coached high eq selfaware hungry desires get things done honoring people seeks better ways job collaborative strong interpersonal skills cares works well teammates experience working agile delivery team using methods scrum kanban blackstone talent group division blackstone technology group global services solutions firm implements technological solutions across commercial industry verticals us federal government blackstone global talent augmentation practice founded 1998 blackstone talent group offices san francisco denver houston colorado springs washington dc specialize providing clients best talent across variety industries sectors eoe minoritiesfemalesveteransdisabilities,3.5,Blackstone Talent Group,51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),123500.0,123500.0,San Francisco, CA,23.0,1,0,0,1,0,0,0,0,0,0,0,0,data scientist,Not Specified
data scientist   ts sci required,us citizenship required ts tssci required job description ready position really matters corporate profits phoenix data scientist youll part small team composed engineers mission subject matter experts smes team build machine learning solutions augmenting human analysts inundated information overload carrying critical intelligence defense missions youll use python distributed computing technologies build solutions iterative agile fashion typical day youll working either classified network working remotely home unclassified network youll participate scrum meetings collaborate smes eg sigint elint allsource understand mission space explore characterize process data sets implement analytics support data engineers software engineers skills required python expertlevel 3 years experience data scientist 3 years experience linux environment 2 years experience using distributed cluster technology 1 years experience using jupyter notebook skills preferred machine learning apache spark apache kafka apache nifi docker experience following python libs pandas geopandas geopy sklearn sklearncluster ipython shapely scipy numpy qualifications us citizenship required security clearance tssci required bachelors degree math science engineering phoenix operations group phoenix operations group highend engineering services company dedicated protecting advancing national cyber resources small startup operating baltimorewashington dc area rely innovation continually advance employees skills provide gamechanging solutions customers technical competencies include big data analytics batch streaming cloud computing infrastructure multiint visualization enterprise architectures support operational missions allsource financial cnd serve product owners opensource research initiatives please visit us httpwwwphoenixopsgroupcom information phoenix operations group equal opportunity employer phoenix operations group discriminate basis race religion color sex gender gender identity sexual orientation age nondisqualifying physical mental disability national origin veteran status basis covered appropriate law employment decided basis qualifications merit business need,5.0,Phoenix Operations Group,1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),123500.0,123500.0,Baltimore, MD,10.0,1,0,0,0,0,0,0,1,0,0,0,0,data scientist,Not Specified
data scientist,job description working sophinea sophinea looking individuals passionate data want join growing company intently focused bringing clarity data clients sophinea use data support complex programs missions global significance employee opportunity contribute clients success applying knowledge technology business consulting design data solutions empower clients make datadriven decisions passion data thrive delivering highly valued solutions sophinea company citizenship requirement must united states citizen active secret security clearance position overview sophinea seeking data scientist join team passion deriving meaningful insight raw complex data sets role provides opportunity leverage experience multiple facets data science developing data models delivering visualizations enable business leaders gain deep insight health program identify potential areas growth position hybrid role enable work across several different teams unique use cases data reporting visualization additionally opportunity work closely program management team analyze data report results directly senior executives responsibilities analyze highly complex business requirements generate technical specifications design redesign interactive dashboards internal external users gain deep understanding key business data requirements design develop dashboards data visualizations complex reports define execute interpret complexnested data models queries establish standards best practices dashboards related technologies manage repository reusable data visualization templates views support activities document evolve communicate data models visualizations implement rowlevel security embedded reporting qualifications bachelors degree technical field computer science computer engineering related field required 25 years experience required experience designing developing successfully deploying large scale projects endtoend experience relational databases specifically sql nonsql bigdata technologies experience consolidating information various data sources experience working multiple datasets high degree complex relationships experience supporting numerous business management reports dashboards using data visualization tools education bachelors computer science engineering related field,-1.0,Sophinea,1 to 50 employees,Unknown,-1,-1,Unknown / Non-Applicable,123500.0,123500.0,Chantilly, VA,,0,0,1,0,0,0,0,0,0,0,0,0,data scientist,Not Specified
senior data scientist,head numbers like turning realworld problems mathematical representations checking see right like youll love developing algorithms us customers interesting needs hardest challenges resolve solutions require integrated models based large varied datasets feeding analytic applications extract patterns behaviors obscured within data augment capabilities human operators need experienced aspiring data scientists work stages data science pipeline include applying existing machine learning software across large hyperparameter trade spaces developing new machine learning algorithms evaluating best commercial aiml industry offer problem set maxar build advanced algorithms gain analytic insights large range open source government data enable machine learning systems automate workflow design develop custom applications unique nationalsecurity mission operate endtoend predictive analytic platform unlike within us government provide training expand skills challenges develop clients missions vital national security missionfirst always work environment relaxed business casual core believe practice social responsibility would extracting transforming data using programming languages java python associated open source data analytics libraries ascertaining unique ways apply algorithms derive specific customer data analytic results applying big data analytics tools large diverse sets collection data assess risk adverse threat activities extending existing algorithms required support customer requirements applying data science methods create optimize convolutional neural networks perform classification localization segmentation various modalities remotelysensed imagery minimum qualifications must us citizen currentactive tssci willing able obtain ci polygraph bs engineering math physics computer science related field 8 years professional experience data scientist experience least one languages r vba java c sql python desired qualifications graduate experience working probabilistic stochastic statistical analysis computational intelligence experience conducting model feasibility research algorithm development machine learning experience distributed datasets experience analyzing relational nosql data structures experience working agile environment especially safe ascertaining unique ways apply algorithms derive specific customer specific data analytics results applying big data analytics tools large diverse sets collection data assess risk adverse threat activities extending existing algorithms required support customer requirements experience implementing algorithms related machine learning knowledge technical aspects isr systems experience conducting model feasibility research algorithm development machine learning experience developing testing models extracting transforming data using programming languages java python associated opensource data analytics libraries experience data analytics exceptional oral written communications organizational skills excellent attention detail development experience linuxunixwindows environment capability work effectively geographically distributed development team basic systems administration installation buildtestdeploy frameworks jenkins gocd etc containerization platforms docker openshift cloudfoundry etc occasional local travel government sites customer meetings demonstrations cjpost,3.5,Maxar Technologies,5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),123500.0,123500.0,Herndon, VA,,1,0,1,0,1,0,0,0,0,0,0,0,data scientist,Senior
